"Município";"Cirúrgicos";"Clínicos";"Obstétrico";"Pediátrico";"Outras Especialidades";"Hospital/DIA";"Total"
"412250 Roncador";4;13;6;8;-;-;31
"412260 Rondon";6;10;4;4;-;-;24
"412265 Rosário do Ivaí";6;9;5;5;-;-;25
"412270 Sabáudia";-;-;-;-;-;-;-
"412280 Salgado Filho";-;-;-;-;-;-;-
"412290 Salto do Itararé";-;13;4;3;-;-;20
"412300 Salto do Lontra";2;9;6;4;-;-;21
"412310 Santa Amélia";2;8;2;3;-;-;15
"412320 Santa Cecília do Pavão";-;-;-;-;-;-;-
"412330 Santa Cruz de Monte Castelo";-;-;-;-;-;-;-
"412340 Santa Fé";-;-;-;-;-;-;-
"412350 Santa Helena";2;17;2;4;-;-;25
"412360 Santa Inês";-;-;-;-;-;-;-
"412370 Santa Isabel do Ivaí";2;9;5;3;-;-;19
"412380 Santa Izabel do Oeste";3;16;6;6;1;-;32
"412382 Santa Lúcia";-;-;-;-;-;-;-
"412385 Santa Maria do Oeste";3;21;8;9;-;-;41
"412390 Santa Mariana";10;11;9;6;-;-;36
"412395 Santa Mônica";-;-;-;-;-;-;-
"412402 Santa Tereza do Oeste";-;-;-;-;-;-;-
"412405 Santa Terezinha de Itaipu";-;-;-;-;-;-;-
"412400 Santana do Itararé";4;10;2;4;-;-;20
"412410 Santo Antônio da Platina";26;47;10;28;-;-;111
"412420 Santo Antônio do Caiuá";1;5;3;1;-;-;10
"412430 Santo Antônio do Paraíso";-;6;-;-;-;-;6
"412440 Santo Antônio do Sudoeste";1;16;3;5;-;-;25
"412450 Santo Inácio";-;-;-;-;-;-;-
"412460 São Carlos do Ivaí";2;8;2;3;-;-;15
"412470 São Jerônimo da Serra";-;15;-;5;-;-;20
"412480 São João";-;-;-;-;-;-;-
"412490 São João do Caiuá";1;7;3;6;-;-;17
"412500 São João do Ivaí";3;10;4;3;-;-;20
"412510 São João do Triunfo";3;8;4;4;-;-;19
"412520 São Jorge d'Oeste";2;12;2;5;-;-;21
"412530 São Jorge do Ivaí";-;-;-;-;-;-;-
"412535 São Jorge do Patrocínio";2;10;6;4;-;-;22
"412540 São José da Boa Vista";1;10;1;6;-;-;18
"412545 São José das Palmeiras";6;7;3;3;-;-;19
"412550 São José dos Pinhais";24;24;60;12;-;1;121
"412555 São Manoel do Paraná";-;-;-;-;-;-;-
"412560 São Mateus do Sul";6;15;8;9;-;-;38
"412570 São Miguel do Iguaçu";-;12;8;8;-;6;34
"412575 São Pedro do Iguaçu";-;-;-;-;-;-;-
"412580 São Pedro do Ivaí";3;10;5;5;-;-;23
"412590 São Pedro do Paraná";-;-;-;-;-;-;-
"412600 São Sebastião da Amoreira";-;25;-;-;-;-;25
"412610 São Tomé";-;-;-;-;-;-;-
"412620 Sapopema";3;24;-;4;-;-;31
"412625 Sarandi";33;58;16;18;-;-;125
"412627 Saudade do Iguaçu";-;-;-;-;-;-;-
"412630 Sengés";-;1;-;-;-;-;1
"412635 Serranópolis do Iguaçu";-;-;-;-;-;-;-
"412640 Sertaneja";-;17;-;6;-;-;23
"412650 Sertanópolis";-;12;2;2;-;-;16
"412660 Siqueira Campos";6;20;4;5;-;-;35
"412665 Sulina";-;-;-;-;-;-;-
"412667 Tamarana";1;8;3;4;-;-;16
"412670 Tamboara";1;4;1;3;-;-;9
"412680 Tapejara";-;-;-;-;-;-;-
"412690 Tapira";-;-;-;-;-;-;-
"412700 Teixeira Soares";-;10;3;4;-;-;17
"412710 Telêmaco Borba";28;42;14;14;-;-;98
"412720 Terra Boa";11;26;13;13;-;-;63
"412730 Terra Rica";4;10;7;4;-;-;25
"412740 Terra Roxa";-;-;-;-;-;-;-
"412750 Tibagi";2;18;4;6;-;-;30
"412760 Tijucas do Sul";1;9;2;4;-;-;16
"412770 Toledo";35;29;18;18;8;-;108
"412780 Tomazina";7;28;12;3;-;-;50
"412785 Três Barras do Paraná";3;21;7;3;-;-;34
"412788 Tunas do Paraná";-;4;-;2;-;-;6
"412790 Tuneiras do Oeste";-;16;3;3;-;-;22
"412795 Tupãssi";2;15;3;3;-;-;23
"412796 Turvo";1;32;7;9;-;-;49
"412800 Ubiratã";6;27;8;9;1;-;51
"412810 Umuarama";127;166;24;42;150;16;525
"412820 União da Vitória";17;46;13;8;33;-;117
"412830 Uniflor";-;-;-;-;-;-;-
"412840 Uraí";3;21;9;5;10;-;48
"412853 Ventania";-;-;-;-;-;-;-
"412855 Vera Cruz do Oeste";5;8;6;7;-;-;26
"412860 Verê";1;14;-;3;-;-;18
"412865 Virmond";-;-;-;-;-;-;-
"412870 Vitorino";-;-;-;-;-;-;-
"412850 Wenceslau Braz";4;20;5;2;1;-;32
"412880 Xambrê";-;-;-;-;-;-;-
"410000 Município ignorado - PR";-;-;-;-;-;-;-
"420005 Abdon Batista";-;-;-;-;-;-;-
"420010 Abelardo Luz";8;14;5;4;3;-;34
"420020 Agrolândia";-;-;-;-;-;-;-
"420030 Agronômica";-;-;-;-;-;-;-
"420040 Água Doce";3;11;6;6;-;-;26
"420050 Águas de Chapecó";-;-;-;-;-;-;-
"420055 Águas Frias";-;-;-;-;-;-;-
"420060 Águas Mornas";-;-;-;-;-;-;-
"420070 Alfredo Wagner";1;1;4;2;1;-;9
"420075 Alto Bela Vista";-;-;-;-;-;-;-
"420080 Anchieta";-;-;-;-;-;-;-
"420090 Angelina";14;16;-;2;10;-;42
"420100 Anita Garibaldi";-;25;2;3;-;-;30
"420110 Anitápolis";3;6;4;2;-;-;15
"420120 Antônio Carlos";-;-;-;-;-;-;-
"420125 Apiúna";-;-;-;-;-;-;-
"420127 Arabutã";7;6;-;2;-;-;15
"420130 Araquari";-;-;-;-;-;-;-
"420140 Araranguá";35;43;26;12;-;1;117
"420150 Armazém";-;24;-;3;-;-;27
"420160 Arroio Trinta";-;8;1;4;-;-;13
"420165 Arvoredo";-;-;-;-;-;-;-
"420170 Ascurra";-;-;-;-;-;-;-
"420180 Atalanta";-;-;-;-;-;-;-
"420190 Aurora";-;-;-;-;-;-;-
"420195 Balneário Arroio do Silva";-;-;-;-;-;-;-
"420205 Balneário Barra do Sul";-;-;-;-;-;-;-
"420200 Balneário Camboriú";30;29;27;9;-;1;96
"420207 Balneário Gaivota";-;-;-;-;-;-;-
"421280 Balneário Piçarras";-;-;-;-;-;-;-
"422000 Balneário Rincão";-;-;-;-;-;-;-
"420208 Bandeirante";-;-;-;-;-;-;-
"420209 Barra Bonita";-;-;-;-;-;-;-
"420210 Barra Velha";-;-;-;-;-;-;-
"420213 Bela Vista do Toldo";-;-;-;-;-;-;-
"420215 Belmonte";-;-;-;-;-;-;-
"420220 Benedito Novo";-;1;-;-;-;-;1
"420230 Biguaçu";21;26;20;1;-;-;68
"420240 Blumenau";121;189;27;15;1;1;354
"420243 Bocaina do Sul";-;-;-;-;-;-;-
"420250 Bom Jardim da Serra";-;14;-;4;-;-;18
"420253 Bom Jesus";-;-;-;-;-;-;-
"420257 Bom Jesus do Oeste";-;-;-;-;-;-;-
"420260 Bom Retiro";3;28;5;6;1;-;43
"420245 Bombinhas";-;4;-;-;-;-;4
"420270 Botuverá";-;-;-;-;-;-;-
"420280 Braço do Norte";16;18;6;11;-;-;51
"420285 Braço do Trombudo";-;-;-;-;-;-;-
"420287 Brunópolis";-;-;-;-;-;-;-
"420290 Brusque";51;67;20;16;4;-;158
"420300 Caçador";22;23;21;8;2;1;77
"420310 Caibi";2;12;4;-;1;-;19
"420315 Calmon";-;-;-;-;-;-;-
"420320 Camboriú";23;10;-;-;-;5;38
"420330 Campo Alegre";7;11;2;1;-;-;21
"420340 Campo Belo do Sul";-;17;3;5;1;-;26
"420350 Campo Erê";3;15;5;5;-;-;28
"420360 Campos Novos";7;46;12;13;1;-;79
"420370 Canelinha";3;7;7;3;-;-;20
"420380 Canoinhas";13;12;11;3;-;-;39
"420325 Capão Alto";-;-;-;-;-;-;-
"420390 Capinzal";5;32;10;4;1;-;52
"420395 Capivari de Baixo";-;-;-;-;-;-;-
"420400 Catanduvas";-;18;-;5;-;-;23
"420410 Caxambu do Sul";5;13;1;5;-;-;24
"420415 Celso Ramos";-;-;-;-;-;-;-
"420417 Cerro Negro";-;-;-;-;-;-;-
"420419 Chapadão do Lageado";-;-;-;-;-;-;-
"420420 Chapecó";88;97;28;25;2;7;247
"420425 Cocal do Sul";-;-;-;-;-;-;-
"420430 Concórdia";29;37;13;12;18;-;109
"420435 Cordilheira Alta";-;-;-;-;-;-;-
"420440 Coronel Freitas";12;10;2;1;-;-;25
"420445 Coronel Martins";-;-;-;-;-;-;-
"420455 Correia Pinto";1;19;2;1;-;-;23
"420450 Corupá";-;-;-;-;-;-;-
"420460 Criciúma";93;125;19;45;6;-;288
"420470 Cunha Porã";24;10;4;2;-;1;41
"420475 Cunhataí";-;-;-;-;-;-;-
"420480 Curitibanos";17;25;22;8;21;-;93
"420490 Descanso";4;17;6;5;1;-;33
"420500 Dionísio Cerqueira";10;13;5;3;-;-;31
"420510 Dona Emma";-;-;-;-;-;-;-
"420515 Doutor Pedrinho";-;-;-;-;-;-;-
"420517 Entre Rios";-;-;-;-;-;-;-
"420519 Ermo";-;-;-;-;-;-;-
"420520 Erval Velho";-;-;-;-;-;-;-
"420530 Faxinal dos Guedes";4;8;10;5;2;-;29
"420535 Flor do Sertão";-;-;-;-;-;-;-
"420540 Florianópolis";303;295;82;53;174;70;977
"420543 Formosa do Sul";-;-;-;-;-;-;-
"420545 Forquilhinha";-;-;-;-;-;-;-
"420550 Fraiburgo";7;35;4;1;1;-;48
"420555 Frei Rogério";-;-;-;-;-;-;-
"420560 Galvão";-;-;-;-;-;-;-
"420570 Garopaba";-;-;-;-;-;-;-
"420580 Garuva";-;-;-;-;-;-;-
"420590 Gaspar";32;42;13;4;-;-;91
"420600 Governador Celso Ramos";-;-;-;-;-;-;-
"420610 Grão Pará";-;-;-;-;-;-;-
"420620 Gravatal";-;-;-;-;-;-;-
"420630 Guabiruba";-;12;-;-;1;-;13
"420640 Guaraciaba";5;17;4;3;1;-;30
"420650 Guaramirim";24;26;-;-;-;-;50
"420660 Guarujá do Sul";3;8;2;2;1;-;16
"420665 Guatambú";-;-;-;-;-;-;-
"420670 Herval d'Oeste";-;-;-;-;-;-;-
"420675 Ibiam";-;-;-;-;-;-;-
"420680 Ibicaré";-;-;-;-;-;-;-
"420690 Ibirama";32;22;19;7;-;-;80
"420700 Içara";29;42;12;4;-;-;87
"420710 Ilhota";-;-;-;-;-;-;-
"420720 Imaruí";-;-;-;-;-;-;-
"420730 Imbituba";13;33;11;2;-;-;59
"420740 Imbuia";-;5;-;5;-;-;10
"420750 Indaial";35;23;28;2;-;4;92
"420757 Iomerê";-;-;-;-;-;-;-
"420760 Ipira";4;10;2;2;1;-;19
"420765 Iporã do Oeste";12;8;3;4;1;-;28
"420768 Ipuaçu";-;-;-;-;-;-;-
"420770 Ipumirim";-;7;-;3;1;-;11
"420775 Iraceminha";-;-;-;-;-;-;-
"420780 Irani";4;10;1;2;25;-;42
"420785 Irati";-;-;-;-;-;-;-
"420790 Irineópolis";-;10;5;4;-;-;19
"420800 Itá";6;12;4;4;1;-;27
"420810 Itaiópolis";-;20;-;-;-;-;20
"420820 Itajaí";118;95;45;59;8;-;325
"420830 Itapema";10;10;-;-;10;-;30
"420840 Itapiranga";15;13;3;2;1;-;34
"420845 Itapoá";-;1;-;-;-;-;1
"420850 Ituporanga";11;22;13;5;1;-;52
"420860 Jaborá";-;-;-;-;-;-;-
"420870 Jacinto Machado";5;25;2;4;-;-;36
"420880 Jaguaruna";8;29;1;6;-;-;44
"420890 Jaraguá do Sul";98;73;23;27;4;-;225
"420895 Jardinópolis";-;-;-;-;-;-;-
"420900 Joaçaba";49;59;19;8;-;-;135
"420910 Joinville";262;333;57;40;70;28;790
"420915 José Boiteux";-;1;-;-;-;-;1
"420917 Jupiá";-;-;-;-;-;-;-
"420920 Lacerdópolis";-;-;-;-;-;-;-
"420930 Lages";115;151;29;21;1;-;317
"420940 Laguna";10;45;3;1;16;-;75
"420945 Lajeado Grande";-;-;-;-;-;-;-
"420950 Laurentino";-;-;-;-;-;-;-
"420960 Lauro Muller";4;18;1;1;15;-;39
"420970 Lebon Régis";-;43;2;-;-;-;45
"420980 Leoberto Leal";-;-;-;-;-;-;-
"420985 Lindóia do Sul";2;22;3;4;34;-;65
"420990 Lontras";-;-;-;-;-;-;-
"421000 Luiz Alves";10;25;1;2;-;-;38
"421003 Luzerna";4;9;-;-;73;-;86
"421005 Macieira";-;-;-;-;-;-;-
"421010 Mafra";33;38;29;3;1;-;104
"421020 Major Gercino";-;-;-;-;-;-;-
"421030 Major Vieira";7;15;3;6;-;-;31
"421040 Maracajá";-;-;-;-;-;-;-
"421050 Maravilha";6;57;7;3;-;-;73
"421055 Marema";-;-;-;-;-;-;-
"421060 Massaranduba";14;7;-;-;-;-;21
"421070 Matos Costa";-;-;-;-;-;-;-
"421080 Meleiro";12;12;2;7;-;-;33
"421085 Mirim Doce";-;-;-;-;-;-;-
"421090 Modelo";3;16;4;4;-;-;27
"421100 Mondaí";2;17;3;3;15;-;40
"421105 Monte Carlo";1;7;4;4;-;-;16
"421110 Monte Castelo";-;12;2;4;2;-;20
"421120 Morro da Fumaça";23;43;2;20;24;-;112
"421125 Morro Grande";-;-;-;-;-;-;-
"421130 Navegantes";9;15;10;2;-;-;36
"421140 Nova Erechim";15;12;-;-;-;-;27
"421145 Nova Itaberaba";-;-;-;-;-;-;-
"421150 Nova Trento";21;25;4;-;-;-;50
"421160 Nova Veneza";8;28;4;3;-;-;43
"421165 Novo Horizonte";-;-;-;-;-;-;-
"421170 Orleans";6;14;7;2;4;-;33
"421175 Otacílio Costa";6;19;11;8;-;-;44
"421180 Ouro";-;-;-;-;-;-;-
"421185 Ouro Verde";-;-;-;-;-;-;-
"421187 Paial";-;-;-;-;-;-;-
"421189 Painel";-;-;-;-;-;-;-
"421190 Palhoça";-;-;-;-;-;-;-
"421200 Palma Sola";5;15;4;5;-;-;29
"421205 Palmeira";-;-;-;-;-;-;-
"421210 Palmitos";6;15;6;5;26;-;58
"421220 Papanduva";-;22;4;2;2;-;30
"421223 Paraíso";-;-;-;-;-;-;-
"421225 Passo de Torres";-;-;-;-;-;-;-
"421227 Passos Maia";-;-;-;-;-;-;-
"421230 Paulo Lopes";-;-;-;-;-;-;-
"421240 Pedras Grandes";-;-;-;-;-;-;-
"421250 Penha";24;2;-;-;-;-;26
"421260 Peritiba";7;10;4;4;1;-;26
"421265 Pescaria Brava";-;-;-;-;-;-;-
"421270 Petrolândia";-;12;-;2;-;-;14
"421290 Pinhalzinho";9;11;5;2;-;-;27
"421300 Pinheiro Preto";-;-;-;-;-;-;-
"421310 Piratuba";-;-;-;-;-;-;-
"421315 Planalto Alegre";-;-;-;-;-;-;-
"421320 Pomerode";12;20;5;3;-;-;40
"421330 Ponte Alta";-;24;-;2;-;-;26
"421335 Ponte Alta do Norte";-;-;-;-;-;-;-
"421340 Ponte Serrada";-;30;-;5;30;-;65
"421350 Porto Belo";-;-;-;-;-;-;-
"421360 Porto União";28;26;10;6;-;-;70
"421370 Pouso Redondo";2;12;6;4;10;-;34
"421380 Praia Grande";7;29;1;2;10;-;49
"421390 Presidente Castello Branco";-;-;-;-;-;-;-
"421400 Presidente Getúlio";10;25;4;2;1;-;42
"421410 Presidente Nereu";-;-;-;-;-;-;-
"421415 Princesa";-;-;-;-;-;-;-
"421420 Quilombo";8;10;7;4;12;-;41
"421430 Rancho Queimado";-;-;-;-;-;-;-
"421440 Rio das Antas";-;-;-;-;-;-;-
"421450 Rio do Campo";3;16;5;4;2;-;30
"421460 Rio do Oeste";-;-;-;-;-;-;-
"421480 Rio do Sul";60;81;17;8;9;1;176
"421470 Rio dos Cedros";15;15;1;1;-;-;32
"421490 Rio Fortuna";4;12;4;6;-;-;26
"421500 Rio Negrinho";10;29;14;4;-;-;57
"421505 Rio Rufino";-;-;-;-;-;-;-
"421507 Riqueza";-;-;-;-;-;-;-
"421510 Rodeio";-;-;-;-;20;-;20
"421520 Romelândia";-;-;-;-;-;-;-
"421530 Salete";-;27;2;2;-;-;31
"421535 Saltinho";-;-;-;-;-;-;-
"421540 Salto Veloso";-;8;2;4;-;-;14
"421545 Sangão";-;-;-;-;-;-;-
"421550 Santa Cecília";17;26;7;4;30;-;84
"421555 Santa Helena";-;-;-;-;-;-;-
"421560 Santa Rosa de Lima";-;-;-;-;-;-;-
"421565 Santa Rosa do Sul";-;-;-;-;-;-;-
"421567 Santa Terezinha";-;-;-;-;-;-;-
"421568 Santa Terezinha do Progresso";-;-;-;-;-;-;-
"421569 Santiago do Sul";-;-;-;-;-;-;-
"421570 Santo Amaro da Imperatriz";19;24;-;5;-;-;48
"421580 São Bento do Sul";15;13;12;4;3;-;47
"421575 São Bernardino";-;-;-;-;-;-;-
"421590 São Bonifácio";8;16;2;3;-;-;29
"421600 São Carlos";15;16;2;3;10;-;46
"421605 São Cristovão do Sul";-;-;-;-;-;-;-
"421610 São Domingos";-;-;-;-;-;-;-
"421620 São Francisco do Sul";9;9;5;3;-;-;26
"421630 São João Batista";8;9;9;2;-;-;28
"421635 São João do Itaperiú";-;-;-;-;-;-;-
"421625 São João do Oeste";3;10;3;4;1;-;21
"421640 São João do Sul";-;-;-;-;-;-;-
"421650 São Joaquim";8;47;5;38;1;-;99
"421660 São José";211;130;47;2;297;10;697
"421670 São José do Cedro";8;10;4;4;2;-;28
"421680 São José do Cerrito";-;-;-;-;-;-;-
"421690 São Lourenço do Oeste";12;15;8;7;2;-;44
"421700 São Ludgero";-;-;-;-;-;-;-
"421710 São Martinho";-;13;-;2;-;-;15
"421715 São Miguel da Boa Vista";-;-;-;-;-;-;-
"421720 São Miguel do Oeste";42;27;7;6;-;-;82
"421725 São Pedro de Alcântara";1;67;-;-;25;-;93
"421730 Saudades";10;10;2;3;4;-;29
"421740 Schroeder";-;-;-;-;-;-;-
"421750 Seara";8;23;4;2;1;-;38
"421755 Serra Alta";-;-;-;-;-;-;-
"421760 Siderópolis";-;-;-;-;-;-;-
"421770 Sombrio";46;29;18;10;1;-;104
"421775 Sul Brasil";-;-;-;-;-;-;-
"421780 Taió";9;17;3;4;1;-;34
"421790 Tangará";4;18;8;10;-;-;40
"421795 Tigrinhos";-;-;-;-;-;-;-
"421800 Tijucas";21;14;-;1;-;-;36
"421810 Timbé do Sul";8;9;1;3;-;-;21
"421820 Timbó";20;28;6;7;4;-;65
"421825 Timbó Grande";-;-;-;-;-;-;-
"421830 Três Barras";7;28;6;2;-;-;43
"421835 Treviso";-;-;-;-;-;-;-
"421840 Treze de Maio";7;24;2;6;-;-;39
"421850 Treze Tílias";-;-;-;-;-;-;-
"421860 Trombudo Central";-;6;-;1;60;-;67
"421870 Tubarão";105;118;24;12;3;-;262
"421875 Tunápolis";4;11;2;2;20;-;39
"421880 Turvo";3;23;7;6;-;-;39
"421885 União do Oeste";-;-;-;-;-;-;-
"421890 Urubici";2;16;4;2;15;-;39
"421895 Urupema";-;-;-;-;-;-;-
"421900 Urussanga";30;27;-;-;30;-;87
"421910 Vargeão";7;7;3;3;-;-;20
"421915 Vargem";-;-;-;-;-;-;-
"421917 Vargem Bonita";-;-;-;-;-;-;-
"421920 Vidal Ramos";1;13;3;3;-;-;20
"421930 Videira";27;52;4;4;-;-;87
"421935 Vitor Meireles";2;8;2;2;1;-;15
"421940 Witmarsum";-;21;-;-;-;-;21
"421950 Xanxerê";59;37;12;10;2;-;120
"421960 Xavantina";-;13;-;2;1;-;16
"421970 Xaxim";7;16;7;6;1;-;37
"421985 Zortéa";-;-;-;-;-;-;-
"420000 Município ignorado - SC";-;-;-;-;-;-;-
"430003 Aceguá";7;15;5;6;1;-;34
"430005 Água Santa";-;-;-;-;-;-;-
"430010 Agudo";12;23;2;2;-;-;39
"430020 Ajuricaba";3;30;4;2;-;-;39
"430030 Alecrim";-;41;-;4;1;-;46
"430040 Alegrete";20;56;20;14;27;-;137
"430045 Alegria";-;-;-;-;-;-;-
"430047 Almirante Tamandaré do Sul";-;-;-;-;-;-;-
"430050 Alpestre";3;12;3;5;-;-;23
"430055 Alto Alegre";-;-;-;-;-;-;-
"430057 Alto Feliz";-;-;-;-;-;-;-
"430060 Alvorada";6;34;37;20;-;-;97
"430063 Amaral Ferrador";-;-;-;-;-;-;-
"430064 Ametista do Sul";4;9;6;5;1;-;25
"430066 André da Rocha";-;-;-;-;-;-;-
"430070 Anta Gorda";-;19;3;3;-;-;25
"430080 Antônio Prado";2;24;2;5;2;-;35
"430085 Arambaré";-;-;-;-;-;-;-
"430087 Araricá";-;-;-;-;-;-;-
"430090 Aratiba";6;14;3;6;2;-;31
"430100 Arroio do Meio";15;32;5;15;12;-;79
"430107 Arroio do Padre";-;-;-;-;-;-;-
"430105 Arroio do Sal";-;-;-;-;-;-;-
"430120 Arroio do Tigre";3;40;2;9;7;-;61
"430110 Arroio dos Ratos";-;-;-;-;-;-;-
"430130 Arroio Grande";3;17;5;8;3;-;36
"430140 Arvorezinha";6;18;4;8;2;-;38
"430150 Augusto Pestana";-;28;1;1;11;-;41
"430155 Áurea";-;-;-;-;-;-;-
"430160 Bagé";25;77;17;33;14;-;166
"430163 Balneário Pinhal";-;-;-;-;-;-;-
"430165 Barão";-;17;-;3;1;-;21
"430170 Barão de Cotegipe";-;-;-;-;-;-;-
"430175 Barão do Triunfo";-;-;-;-;-;-;-
"430185 Barra do Guarita";-;-;-;-;-;-;-
"430187 Barra do Quaraí";-;-;-;-;-;-;-
"430190 Barra do Ribeiro";-;-;-;-;41;-;41
"430192 Barra do Rio Azul";-;-;-;-;-;-;-
"430195 Barra Funda";-;-;-;-;-;-;-
"430180 Barracão";-;-;-;-;-;-;-
"430200 Barros Cassal";-;-;-;-;-;-;-
"430205 Benjamin Constant do Sul";-;-;-;-;-;-;-
"430210 Bento Gonçalves";34;37;11;5;19;-;106
"430215 Boa Vista das Missões";-;-;-;-;-;-;-
"430220 Boa Vista do Buricá";4;15;1;5;2;-;27
"430222 Boa Vista do Cadeado";-;-;-;-;-;-;-
"430223 Boa Vista do Incra";-;-;-;-;-;-;-
"430225 Boa Vista do Sul";-;-;-;-;-;-;-
"430230 Bom Jesus";3;20;2;4;2;-;31
"430235 Bom Princípio";6;14;4;3;-;-;27
"430237 Bom Progresso";-;-;-;-;-;-;-
"430240 Bom Retiro do Sul";6;14;5;7;1;-;33
"430245 Boqueirão do Leão";4;15;4;2;4;-;29
"430250 Bossoroca";-;-;-;-;-;-;-
"430258 Bozano";-;-;-;-;-;-;-
"430260 Braga";-;-;-;-;-;-;-
"430265 Brochier";-;-;-;-;-;-;-
"430270 Butiá";-;29;-;-;-;-;29
"430280 Caçapava do Sul";11;29;9;5;5;-;59
"430290 Cacequi";-;22;-;4;4;-;30
"430300 Cachoeira do Sul";30;48;16;13;8;-;115
"430310 Cachoeirinha";9;28;23;21;-;-;81
"430320 Cacique Doble";-;-;-;-;-;-;-
"430330 Caibaté";2;15;7;4;2;-;30
"430340 Caiçara";2;8;1;4;10;-;25
"430350 Camaquã";15;53;18;16;20;-;122
"430355 Camargo";-;-;-;-;-;-;-
"430360 Cambará do Sul";4;17;4;4;3;-;32
"430367 Campestre da Serra";-;-;-;-;-;-;-
"430370 Campina das Missões";3;22;4;6;11;-;46
"430380 Campinas do Sul";2;31;4;8;2;-;47
"430390 Campo Bom";14;30;10;6;-;-;60
"430400 Campo Novo";4;12;6;7;1;-;30
"430410 Campos Borges";-;-;-;-;-;-;-
"430420 Candelária";9;31;6;6;24;-;76
"430430 Cândido Godói";5;21;2;3;1;-;32
"430435 Candiota";-;-;-;-;-;-;-
"430440 Canela";5;16;7;11;4;-;43
"430450 Canguçu";14;41;9;12;10;-;86
"430460 Canoas";199;207;45;24;72;-;547
"430461 Canudos do Vale";-;-;-;-;-;-;-
"430462 Capão Bonito do Sul";-;-;-;-;-;-;-
"430463 Capão da Canoa";32;30;16;5;2;1;86
"430465 Capão do Cipó";-;-;-;-;-;-;-
"430466 Capão do Leão";-;-;-;-;-;-;-
"430468 Capela de Santana";-;-;-;-;-;-;-
"430469 Capitão";-;-;-;-;-;-;-
"430467 Capivari do Sul";-;-;-;-;-;-;-
"430471 Caraá";-;-;-;-;-;-;-
"430470 Carazinho";20;45;12;8;10;-;95
"430480 Carlos Barbosa";12;20;4;2;-;-;38
"430485 Carlos Gomes";-;-;-;-;-;-;-
"430490 Casca";2;11;4;2;4;-;23
"430495 Caseiros";-;-;-;-;-;-;-
"430500 Catuípe";-;-;-;-;-;-;-
"430510 Caxias do Sul";106;224;37;27;219;-;613
"430511 Centenário";-;-;-;-;-;-;-
"430512 Cerrito";-;-;-;-;-;-;-
"430513 Cerro Branco";-;-;-;-;-;-;-
"430515 Cerro Grande";-;-;-;-;-;-;-
"430517 Cerro Grande do Sul";-;-;-;-;-;-;-
"430520 Cerro Largo";6;14;6;6;2;-;34
"430530 Chapada";6;22;4;4;-;-;36
"430535 Charqueadas";-;51;-;-;9;-;60
"430537 Charrua";-;-;-;-;-;-;-
"430540 Chiapetta";2;14;3;5;1;-;25
"430543 Chuí";-;-;-;-;-;-;-
"430544 Chuvisca";-;-;-;-;-;-;-
"430545 Cidreira";-;-;-;-;-;-;-
"430550 Ciríaco";-;-;-;-;-;-;-
"430558 Colinas";-;-;-;-;-;-;-
"430560 Colorado";-;-;-;-;-;-;-
"430570 Condor";2;12;2;1;8;-;25
"430580 Constantina";4;5;4;5;-;-;18
"430583 Coqueiro Baixo";-;-;-;-;-;-;-
"430585 Coqueiros do Sul";-;-;-;-;-;-;-
"430587 Coronel Barros";-;-;-;-;-;-;-
"430590 Coronel Bicaco";-;15;-;4;-;-;19
"430593 Coronel Pilar";-;-;-;-;-;-;-
"430595 Cotiporã";-;-;-;-;-;-;-
"430597 Coxilha";-;-;-;-;-;-;-
"430600 Crissiumal";6;16;7;6;4;-;39
"430605 Cristal";-;-;-;-;-;-;-
"430607 Cristal do Sul";-;-;-;-;-;-;-
"430610 Cruz Alta";49;43;4;17;10;-;123
"430613 Cruzaltense";-;-;-;-;-;-;-
"430620 Cruzeiro do Sul";3;19;3;4;2;-;31
"430630 David Canabarro";6;9;4;4;1;-;24
"430632 Derrubadas";-;-;-;-;-;-;-
"430635 Dezesseis de Novembro";-;-;-;-;-;-;-
"430637 Dilermando de Aguiar";-;-;-;-;-;-;-
"430640 Dois Irmãos";14;13;7;6;10;2;52
"430642 Dois Irmãos das Missões";-;-;-;-;-;-;-
"430645 Dois Lajeados";4;19;4;5;3;-;35
"430650 Dom Feliciano";1;16;1;2;-;-;20
"430660 Dom Pedrito";12;35;8;14;10;-;79
"430655 Dom Pedro de Alcântara";-;-;-;-;-;-;-
"430670 Dona Francisca";-;-;-;-;-;-;-
"430673 Doutor Maurício Cardoso";-;-;-;-;-;-;-
"430675 Doutor Ricardo";-;-;-;-;-;-;-
"430676 Eldorado do Sul";-;-;-;-;-;-;-
"430680 Encantado";6;6;5;3;15;-;35
"430690 Encruzilhada do Sul";14;12;4;4;-;-;34
"430692 Engenho Velho";-;-;-;-;-;-;-
"430695 Entre Rios do Sul";-;-;-;-;-;-;-
"430693 Entre-Ijuís";-;-;-;-;-;-;-
"430697 Erebango";-;-;-;-;-;-;-
"430700 Erechim";62;45;12;31;3;6;159
"430705 Ernestina";-;-;-;-;-;-;-
"430720 Erval Grande";-;-;-;-;-;-;-
"430730 Erval Seco";-;-;-;-;-;-;-
"430740 Esmeralda";-;-;-;-;-;-;-
"430745 Esperança do Sul";-;-;-;-;-;-;-
"430750 Espumoso";6;33;13;14;10;-;76
"430755 Estação";2;11;4;4;2;-;23
"430760 Estância Velha";6;18;11;9;7;-;51
