"Município";"Cirúrgicos";"Clínicos";"Obstétrico";"Pediátrico";"Outras Especialidades";"Hospital/DIA";"Total"
"210430 Godofredo Viana";-;-;-;-;-;-;-
"210440 Gonçalves Dias";-;-;-;-;-;-;-
"210450 Governador Archer";-;-;-;-;-;-;-
"210455 Governador Edison Lobão";-;-;-;-;-;-;-
"210460 Governador Eugênio Barros";-;-;-;-;-;-;-
"210462 Governador Luiz Rocha";-;-;-;-;-;-;-
"210465 Governador Newton Bello";-;-;-;-;-;-;-
"210467 Governador Nunes Freire";2;2;-;-;-;-;4
"210470 Graça Aranha";-;-;-;-;-;-;-
"210480 Grajaú";2;-;-;-;-;-;2
"210490 Guimarães";-;4;-;-;-;-;4
"210500 Humberto de Campos";-;-;-;-;-;-;-
"210510 Icatu";-;4;-;-;-;-;4
"210515 Igarapé do Meio";-;-;-;-;-;-;-
"210520 Igarapé Grande";-;-;-;-;-;-;-
"210530 Imperatriz";83;76;26;14;-;5;204
"210535 Itaipava do Grajaú";-;-;-;-;-;-;-
"210540 Itapecuru Mirim";-;-;-;-;-;-;-
"210542 Itinga do Maranhão";-;-;-;-;-;-;-
"210545 Jatobá";-;-;-;-;-;-;-
"210547 Jenipapo dos Vieiras";-;-;-;-;-;-;-
"210550 João Lisboa";-;2;-;-;-;-;2
"210560 Joselândia";-;-;-;-;-;-;-
"210565 Junco do Maranhão";-;-;-;-;-;-;-
"210570 Lago da Pedra";4;13;23;6;-;-;46
"210580 Lago do Junco";-;-;-;-;-;-;-
"210594 Lago dos Rodrigues";-;-;-;-;-;-;-
"210590 Lago Verde";-;-;-;-;-;-;-
"210592 Lagoa do Mato";-;-;-;-;-;-;-
"210596 Lagoa Grande do Maranhão";-;-;-;-;-;-;-
"210598 Lajeado Novo";-;-;-;-;-;-;-
"210600 Lima Campos";-;-;-;-;-;-;-
"210610 Loreto";-;-;-;-;-;-;-
"210620 Luís Domingues";-;-;-;-;-;-;-
"210630 Magalhães de Almeida";-;-;-;-;-;-;-
"210632 Maracaçumé";-;-;-;-;-;-;-
"210635 Marajá do Sena";-;-;-;-;-;-;-
"210637 Maranhãozinho";-;-;-;-;-;-;-
"210640 Mata Roma";-;-;-;-;-;-;-
"210650 Matinha";-;-;-;-;-;-;-
"210660 Matões";-;-;-;-;-;-;-
"210663 Matões do Norte";-;-;-;-;-;-;-
"210667 Milagres do Maranhão";-;-;-;-;-;-;-
"210670 Mirador";-;-;-;-;-;-;-
"210675 Miranda do Norte";-;8;-;-;-;-;8
"210680 Mirinzal";-;-;-;-;-;-;-
"210690 Monção";-;-;-;-;-;-;-
"210700 Montes Altos";-;-;-;-;-;-;-
"210710 Morros";-;-;-;-;-;-;-
"210720 Nina Rodrigues";-;-;-;-;-;-;-
"210725 Nova Colinas";-;-;-;-;-;-;-
"210730 Nova Iorque";-;-;-;-;-;-;-
"210735 Nova Olinda do Maranhão";-;-;-;-;-;-;-
"210740 Olho d'Água das Cunhãs";-;-;-;-;-;-;-
"210745 Olinda Nova do Maranhão";-;8;-;-;-;-;8
"210750 Paço do Lumiar";-;-;-;-;-;-;-
"210760 Palmeirândia";-;2;-;-;-;-;2
"210770 Paraibano";-;-;-;-;-;-;-
"210780 Parnarama";-;-;-;-;-;-;-
"210790 Passagem Franca";-;-;-;-;-;-;-
"210800 Pastos Bons";-;-;-;-;-;-;-
"210805 Paulino Neves";-;-;-;-;-;-;-
"210810 Paulo Ramos";-;4;-;-;-;-;4
"210820 Pedreiras";5;16;3;2;-;-;26
"210825 Pedro do Rosário";-;-;-;-;-;-;-
"210830 Penalva";-;-;-;-;-;-;-
"210840 Peri Mirim";-;-;-;-;-;-;-
"210845 Peritoró";-;4;-;-;-;-;4
"210850 Pindaré-Mirim";-;-;-;-;-;-;-
"210860 Pinheiro";-;8;-;-;-;-;8
"210870 Pio XII";-;-;-;-;-;-;-
"210880 Pirapemas";-;-;-;-;-;-;-
"210890 Poção de Pedras";-;-;-;-;-;-;-
"210900 Porto Franco";-;4;-;-;-;-;4
"210905 Porto Rico do Maranhão";-;-;-;-;-;-;-
"210910 Presidente Dutra";-;4;-;-;-;-;4
"210920 Presidente Juscelino";-;-;-;-;-;-;-
"210923 Presidente Médici";-;-;-;-;-;-;-
"210927 Presidente Sarney";-;-;-;-;-;-;-
"210930 Presidente Vargas";-;-;-;-;-;-;-
"210940 Primeira Cruz";-;-;-;-;-;-;-
"210945 Raposa";-;-;-;-;16;-;16
"210950 Riachão";-;-;-;-;-;-;-
"210955 Ribamar Fiquene";-;-;-;-;-;-;-
"210960 Rosário";3;7;-;-;-;-;10
"210970 Sambaíba";-;-;-;-;-;-;-
"210975 Santa Filomena do Maranhão";-;-;-;-;-;-;-
"210980 Santa Helena";-;-;-;-;-;-;-
"210990 Santa Inês";16;35;10;21;-;-;82
"211000 Santa Luzia";-;-;-;-;-;-;-
"211003 Santa Luzia do Paruá";-;-;-;-;-;-;-
"211010 Santa Quitéria do Maranhão";-;-;-;-;-;-;-
"211020 Santa Rita";-;-;-;-;-;-;-
"211023 Santana do Maranhão";-;-;-;-;-;-;-
"211027 Santo Amaro do Maranhão";-;-;-;-;-;-;-
"211030 Santo Antônio dos Lopes";-;-;-;-;-;-;-
"211040 São Benedito do Rio Preto";-;-;-;-;-;-;-
"211050 São Bento";-;-;-;-;-;-;-
"211060 São Bernardo";-;-;-;-;-;-;-
"211065 São Domingos do Azeitão";-;-;-;-;-;-;-
"211070 São Domingos do Maranhão";-;4;-;-;-;-;4
"211080 São Félix de Balsas";-;-;-;-;-;-;-
"211085 São Francisco do Brejão";-;-;-;-;-;-;-
"211090 São Francisco do Maranhão";-;-;-;-;-;-;-
"211100 São João Batista";-;-;-;-;-;-;-
"211102 São João do Carú";-;-;-;-;-;-;-
"211105 São João do Paraíso";-;-;-;-;-;-;-
"211107 São João do Soter";-;-;-;-;-;-;-
"211110 São João dos Patos";-;-;-;-;2;-;2
"211120 São José de Ribamar";25;40;-;6;34;-;105
"211125 São José dos Basílios";-;-;-;-;-;-;-
"211130 São Luís";159;306;76;88;-;64;693
"211140 São Luís Gonzaga do Maranhão";-;-;-;-;-;-;-
"211150 São Mateus do Maranhão";-;-;-;-;-;-;-
"211153 São Pedro da Água Branca";-;-;-;-;-;-;-
"211157 São Pedro dos Crentes";-;-;-;-;-;-;-
"211160 São Raimundo das Mangabeiras";-;-;-;-;-;-;-
"211163 São Raimundo do Doca Bezerra";-;-;-;-;-;-;-
"211167 São Roberto";-;-;-;-;-;-;-
"211170 São Vicente Ferrer";-;-;-;-;-;-;-
"211172 Satubinha";-;-;-;-;-;-;-
"211174 Senador Alexandre Costa";-;-;-;-;-;-;-
"211176 Senador La Rocque";-;-;-;-;-;-;-
"211178 Serrano do Maranhão";-;-;-;-;-;-;-
"211180 Sítio Novo";-;-;-;-;-;-;-
"211190 Sucupira do Norte";-;2;-;-;-;-;2
"211195 Sucupira do Riachão";-;-;-;-;-;-;-
"211200 Tasso Fragoso";-;-;-;-;-;-;-
"211210 Timbiras";-;-;-;-;-;-;-
"211220 Timon";-;5;-;-;-;-;5
"211223 Trizidela do Vale";-;-;-;-;-;-;-
"211227 Tufilândia";-;-;-;-;-;-;-
"211230 Tuntum";-;-;-;-;-;-;-
"211240 Turiaçu";-;-;-;-;-;-;-
"211245 Turilândia";-;-;-;-;-;-;-
"211250 Tutóia";-;-;12;3;-;-;15
"211260 Urbano Santos";-;-;-;-;-;-;-
"211270 Vargem Grande";-;-;-;-;-;-;-
"211280 Viana";-;-;-;-;-;-;-
"211285 Vila Nova dos Martírios";-;-;-;-;-;-;-
"211290 Vitória do Mearim";-;-;-;-;-;-;-
"211300 Vitorino Freire";-;4;-;-;-;-;4
"211400 Zé Doca";-;-;-;-;-;-;-
"210000 Município ignorado - MA";-;-;-;-;-;-;-
"220005 Acauã";-;-;-;-;-;-;-
"220010 Agricolândia";-;-;-;-;-;-;-
"220020 Água Branca";-;-;-;-;-;-;-
"220025 Alagoinha do Piauí";-;-;-;-;-;-;-
"220027 Alegrete do Piauí";-;-;-;-;-;-;-
"220030 Alto Longá";-;-;-;-;-;-;-
"220040 Altos";-;-;-;-;-;-;-
"220045 Alvorada do Gurguéia";-;-;-;-;-;-;-
"220050 Amarante";-;-;-;-;-;-;-
"220060 Angical do Piauí";-;-;-;-;-;-;-
"220070 Anísio de Abreu";-;-;-;-;-;-;-
"220080 Antônio Almeida";-;-;-;-;-;-;-
"220090 Aroazes";-;-;-;-;-;-;-
"220095 Aroeiras do Itaim";-;-;-;-;-;-;-
"220100 Arraial";-;-;-;-;-;-;-
"220105 Assunção do Piauí";-;-;-;-;-;-;-
"220110 Avelino Lopes";-;-;-;-;-;-;-
"220115 Baixa Grande do Ribeiro";-;-;-;-;-;-;-
"220117 Barra D'Alcântara";-;-;-;-;-;-;-
"220120 Barras";1;1;1;1;-;-;4
"220130 Barreiras do Piauí";-;-;-;-;-;-;-
"220140 Barro Duro";-;-;-;-;-;-;-
"220150 Batalha";-;-;-;-;-;-;-
"220155 Bela Vista do Piauí";-;-;-;-;-;-;-
"220157 Belém do Piauí";-;-;-;-;-;-;-
"220160 Beneditinos";-;-;-;-;-;-;-
"220170 Bertolínia";-;-;-;-;-;-;-
"220173 Betânia do Piauí";-;-;-;-;-;-;-
"220177 Boa Hora";-;-;-;-;-;-;-
"220180 Bocaina";-;-;-;-;-;-;-
"220190 Bom Jesus";-;-;-;-;-;-;-
"220191 Bom Princípio do Piauí";-;-;-;-;-;-;-
"220192 Bonfim do Piauí";-;-;-;-;-;-;-
"220194 Boqueirão do Piauí";-;-;-;-;-;-;-
"220196 Brasileira";-;-;-;-;-;-;-
"220198 Brejo do Piauí";-;-;-;-;-;-;-
"220200 Buriti dos Lopes";-;-;-;-;-;-;-
"220202 Buriti dos Montes";-;-;-;-;-;-;-
"220205 Cabeceiras do Piauí";-;-;-;-;-;-;-
"220207 Cajazeiras do Piauí";-;-;-;-;-;-;-
"220208 Cajueiro da Praia";-;-;-;-;-;-;-
"220209 Caldeirão Grande do Piauí";-;-;-;-;-;-;-
"220210 Campinas do Piauí";-;-;-;-;-;-;-
"220211 Campo Alegre do Fidalgo";-;-;-;-;-;-;-
"220213 Campo Grande do Piauí";-;-;-;-;-;-;-
"220217 Campo Largo do Piauí";-;-;-;-;-;-;-
"220220 Campo Maior";5;4;6;3;-;-;18
"220225 Canavieira";-;-;-;-;-;-;-
"220230 Canto do Buriti";-;-;-;-;-;-;-
"220240 Capitão de Campos";-;-;-;-;-;-;-
"220245 Capitão Gervásio Oliveira";-;-;-;-;-;-;-
"220250 Caracol";-;-;-;-;-;-;-
"220253 Caraúbas do Piauí";-;-;-;-;-;-;-
"220255 Caridade do Piauí";-;-;-;-;-;-;-
"220260 Castelo do Piauí";-;-;-;-;-;-;-
"220265 Caxingó";-;-;-;-;-;-;-
"220270 Cocal";-;-;-;-;-;-;-
"220271 Cocal de Telha";-;-;-;-;-;-;-
"220272 Cocal dos Alves";-;-;-;-;-;-;-
"220273 Coivaras";-;-;-;-;-;-;-
"220275 Colônia do Gurguéia";-;-;-;-;-;-;-
"220277 Colônia do Piauí";-;-;-;-;-;-;-
"220280 Conceição do Canindé";-;-;-;-;-;-;-
"220285 Coronel José Dias";-;-;-;-;-;-;-
"220290 Corrente";-;-;-;-;-;-;-
"220300 Cristalândia do Piauí";-;-;-;-;-;-;-
"220310 Cristino Castro";-;-;-;-;-;-;-
"220320 Curimatá";-;-;-;-;-;-;-
"220323 Currais";-;-;-;-;-;-;-
"220327 Curral Novo do Piauí";-;-;-;-;-;-;-
"220325 Curralinhos";-;-;-;-;-;-;-
"220330 Demerval Lobão";-;-;-;-;-;-;-
"220335 Dirceu Arcoverde";-;-;-;-;-;-;-
"220340 Dom Expedito Lopes";-;-;-;-;-;-;-
"220345 Dom Inocêncio";-;-;-;-;-;-;-
"220342 Domingos Mourão";-;-;-;-;-;-;-
"220350 Elesbão Veloso";-;-;-;-;-;-;-
"220360 Eliseu Martins";-;-;-;-;-;-;-
"220370 Esperantina";8;5;2;5;-;-;20
"220375 Fartura do Piauí";-;-;-;-;-;-;-
"220380 Flores do Piauí";-;-;-;-;-;-;-
"220385 Floresta do Piauí";-;-;-;-;-;-;-
"220390 Floriano";2;15;-;-;-;-;17
"220400 Francinópolis";-;-;-;-;-;-;-
"220410 Francisco Ayres";-;-;-;-;-;-;-
"220415 Francisco Macedo";-;-;-;-;-;-;-
"220420 Francisco Santos";-;-;-;-;-;-;-
"220430 Fronteiras";-;-;-;-;-;-;-
"220435 Geminiano";-;-;-;-;-;-;-
"220440 Gilbués";-;-;-;-;-;-;-
"220450 Guadalupe";-;-;-;-;-;-;-
"220455 Guaribas";-;-;-;-;-;-;-
"220460 Hugo Napoleão";-;-;-;-;-;-;-
"220465 Ilha Grande";-;-;-;-;-;-;-
"220470 Inhuma";-;-;-;-;-;-;-
"220480 Ipiranga do Piauí";-;-;-;-;-;-;-
"220490 Isaías Coelho";-;-;-;-;-;-;-
"220500 Itainópolis";-;-;-;-;-;-;-
"220510 Itaueira";-;-;-;-;-;-;-
"220515 Jacobina do Piauí";-;-;-;-;-;-;-
"220520 Jaicós";-;4;-;-;-;-;4
"220525 Jardim do Mulato";-;-;-;-;-;-;-
"220527 Jatobá do Piauí";-;-;-;-;-;-;-
"220530 Jerumenha";-;-;-;-;-;-;-
"220535 João Costa";-;-;-;-;-;-;-
"220540 Joaquim Pires";-;-;-;-;-;-;-
"220545 Joca Marques";-;-;-;-;-;-;-
"220550 José de Freitas";-;-;-;-;-;-;-
"220551 Juazeiro do Piauí";-;-;-;-;-;-;-
"220552 Júlio Borges";-;-;-;-;-;-;-
"220553 Jurema";-;-;-;-;-;-;-
"220555 Lagoa Alegre";-;-;-;-;-;-;-
"220557 Lagoa de São Francisco";-;-;-;-;-;-;-
"220556 Lagoa do Barro do Piauí";-;-;-;-;-;-;-
"220558 Lagoa do Piauí";-;-;-;-;-;-;-
"220559 Lagoa do Sítio";-;-;-;-;-;-;-
"220554 Lagoinha do Piauí";-;-;-;-;-;-;-
"220560 Landri Sales";-;-;-;-;-;-;-
"220570 Luís Correia";-;-;-;-;-;-;-
"220580 Luzilândia";-;-;-;-;-;-;-
"220585 Madeiro";-;-;-;-;-;-;-
"220590 Manoel Emídio";-;-;-;-;-;-;-
"220595 Marcolândia";-;-;-;-;-;-;-
"220600 Marcos Parente";-;-;-;-;-;-;-
"220605 Massapê do Piauí";-;-;-;-;-;-;-
"220610 Matias Olímpio";-;-;-;-;-;-;-
"220620 Miguel Alves";-;2;-;-;-;-;2
"220630 Miguel Leão";-;-;-;-;-;-;-
"220635 Milton Brandão";-;-;-;-;-;-;-
"220640 Monsenhor Gil";-;-;-;-;-;-;-
"220650 Monsenhor Hipólito";-;-;-;-;-;-;-
"220660 Monte Alegre do Piauí";-;-;-;-;-;-;-
"220665 Morro Cabeça no Tempo";-;-;-;-;-;-;-
"220667 Morro do Chapéu do Piauí";-;-;-;-;-;-;-
"220669 Murici dos Portelas";-;-;-;-;-;-;-
"220670 Nazaré do Piauí";-;-;-;-;-;-;-
"220672 Nazária";-;-;-;-;-;-;-
"220675 Nossa Senhora de Nazaré";-;-;-;-;-;-;-
"220680 Nossa Senhora dos Remédios";-;-;-;-;-;-;-
"220795 Nova Santa Rita";-;-;-;-;-;-;-
"220690 Novo Oriente do Piauí";-;-;-;-;-;-;-
"220695 Novo Santo Antônio";-;-;-;-;-;-;-
"220700 Oeiras";2;6;2;2;-;-;12
"220710 Olho D'Água do Piauí";-;-;-;-;-;-;-
"220720 Padre Marcos";-;-;-;-;-;-;-
"220730 Paes Landim";-;-;-;-;-;-;-
"220735 Pajeú do Piauí";-;-;-;-;-;-;-
"220740 Palmeira do Piauí";-;-;-;-;-;-;-
"220750 Palmeirais";-;-;-;-;-;-;-
"220755 Paquetá";-;-;-;-;-;-;-
"220760 Parnaguá";-;-;-;-;-;-;-
"220770 Parnaíba";10;14;9;15;-;-;48
"220775 Passagem Franca do Piauí";-;-;-;-;-;-;-
"220777 Patos do Piauí";-;-;-;-;-;-;-
"220779 Pau D'Arco do Piauí";-;-;-;-;-;-;-
"220780 Paulistana";3;-;-;-;-;-;3
"220785 Pavussu";-;-;-;-;-;-;-
"220790 Pedro II";2;11;3;5;-;-;21
"220793 Pedro Laurentino";-;-;-;-;-;-;-
"220800 Picos";17;2;15;49;-;3;86
"220810 Pimenteiras";-;-;-;-;-;-;-
"220820 Pio IX";-;-;-;-;-;-;-
"220830 Piracuruca";-;-;-;-;-;-;-
"220840 Piripiri";-;-;-;-;-;-;-
"220850 Porto";-;-;-;-;-;-;-
"220855 Porto Alegre do Piauí";-;-;-;-;-;-;-
"220860 Prata do Piauí";-;-;-;-;-;-;-
"220865 Queimada Nova";-;-;-;-;-;-;-
"220870 Redenção do Gurguéia";-;-;-;-;-;-;-
"220880 Regeneração";-;-;-;-;-;-;-
"220885 Riacho Frio";-;-;-;-;-;-;-
"220887 Ribeira do Piauí";-;-;-;-;-;-;-
"220890 Ribeiro Gonçalves";-;-;-;-;-;-;-
"220900 Rio Grande do Piauí";-;-;-;-;-;-;-
"220910 Santa Cruz do Piauí";1;-;-;-;-;-;1
"220915 Santa Cruz dos Milagres";-;-;-;-;-;-;-
"220920 Santa Filomena";-;-;-;-;-;-;-
"220930 Santa Luz";-;-;-;-;-;-;-
"220937 Santa Rosa do Piauí";-;3;-;5;-;-;8
"220935 Santana do Piauí";-;-;-;-;-;-;-
"220940 Santo Antônio de Lisboa";-;-;-;-;-;-;-
"220945 Santo Antônio dos Milagres";-;-;-;-;-;-;-
"220950 Santo Inácio do Piauí";-;-;-;-;-;-;-
"220955 São Braz do Piauí";-;-;-;-;-;-;-
"220960 São Félix do Piauí";-;-;-;-;-;-;-
"220965 São Francisco de Assis do Piauí";-;-;-;-;-;-;-
"220970 São Francisco do Piauí";-;-;-;-;-;-;-
"220975 São Gonçalo do Gurguéia";-;-;-;-;-;-;-
"220980 São Gonçalo do Piauí";-;-;-;-;-;-;-
"220985 São João da Canabrava";-;-;-;-;-;-;-
"220987 São João da Fronteira";-;-;-;-;-;-;-
"220990 São João da Serra";-;-;-;-;-;-;-
"220995 São João da Varjota";-;-;-;-;-;-;-
"220997 São João do Arraial";-;-;-;-;-;-;-
"221000 São João do Piauí";-;-;-;-;-;-;-
"221005 São José do Divino";-;-;-;-;-;-;-
"221010 São José do Peixe";-;-;-;-;-;-;-
"221020 São José do Piauí";-;-;-;-;-;-;-
"221030 São Julião";-;-;-;-;-;-;-
"221035 São Lourenço do Piauí";-;-;-;-;-;-;-
"221037 São Luis do Piauí";-;-;-;-;-;-;-
"221038 São Miguel da Baixa Grande";-;-;-;-;-;-;-
"221039 São Miguel do Fidalgo";-;-;-;-;-;-;-
"221040 São Miguel do Tapuio";2;5;6;-;-;-;13
"221050 São Pedro do Piauí";-;-;-;-;-;-;-
"221060 São Raimundo Nonato";-;-;-;-;-;-;-
"221062 Sebastião Barros";-;-;-;-;-;-;-
"221063 Sebastião Leal";-;-;-;-;-;-;-
"221065 Sigefredo Pacheco";-;-;-;-;-;-;-
"221070 Simões";-;-;-;-;-;-;-
"221080 Simplício Mendes";-;-;-;-;-;-;-
"221090 Socorro do Piauí";-;-;-;-;-;-;-
"221093 Sussuapara";-;-;-;-;-;-;-
"221095 Tamboril do Piauí";-;-;-;-;-;-;-
"221097 Tanque do Piauí";-;-;-;-;-;-;-
"221100 Teresina";196;114;85;72;275;-;742
"221110 União";-;-;-;-;-;-;-
"221120 Uruçuí";-;-;-;-;-;-;-
"221130 Valença do Piauí";-;-;-;-;-;-;-
"221135 Várzea Branca";-;-;-;-;-;-;-
"221140 Várzea Grande";-;-;-;-;-;-;-
"221150 Vera Mendes";-;-;-;-;-;-;-
"221160 Vila Nova do Piauí";-;-;-;-;-;-;-
"221170 Wall Ferraz";-;-;-;-;-;-;-
"220000 Município ignorado - PI";-;-;-;-;-;-;-
"230010 Abaiara";-;-;-;-;-;-;-
"230015 Acarape";-;-;-;-;-;-;-
"230020 Acaraú";-;3;-;-;-;-;3
"230030 Acopiara";-;-;-;-;-;-;-
"230040 Aiuaba";-;-;-;-;-;-;-
"230050 Alcântaras";-;-;-;-;-;-;-
"230060 Altaneira";-;-;-;-;-;-;-
"230070 Alto Santo";-;-;-;-;-;-;-
"230075 Amontada";-;-;-;-;-;-;-
"230080 Antonina do Norte";-;-;-;-;-;-;-
"230090 Apuiarés";-;-;-;-;-;-;-
"230100 Aquiraz";-;-;-;-;83;-;83
"230110 Aracati";2;1;2;1;-;7;13
"230120 Aracoiaba";-;-;-;-;-;-;-
"230125 Ararendá";-;-;-;-;-;-;-
"230130 Araripe";-;-;-;-;-;-;-
"230140 Aratuba";-;-;-;-;-;-;-
"230150 Arneiroz";-;-;-;-;-;-;-
"230160 Assaré";-;-;-;-;-;-;-
"230170 Aurora";-;-;-;-;-;-;-
"230180 Baixio";-;-;-;-;-;-;-
"230185 Banabuiú";-;-;-;-;-;-;-
"230190 Barbalha";23;25;16;14;1;-;79
"230195 Barreira";-;-;-;-;-;-;-
"230200 Barro";-;-;-;-;-;-;-
"230205 Barroquinha";-;-;-;-;-;-;-
"230210 Baturité";1;6;3;4;-;-;14
"230220 Beberibe";-;-;-;-;-;-;-
"230230 Bela Cruz";-;-;-;-;-;-;-
"230240 Boa Viagem";-;-;-;-;-;-;-
"230250 Brejo Santo";8;6;5;6;-;-;25
"230260 Camocim";1;-;-;-;-;-;1
"230270 Campos Sales";-;-;-;-;-;-;-
"230280 Canindé";-;4;-;-;-;-;4
"230290 Capistrano";-;-;-;-;-;-;-
"230300 Caridade";-;-;-;-;-;-;-
"230310 Cariré";-;-;-;-;-;-;-
"230320 Caririaçu";-;-;-;-;-;-;-
"230330 Cariús";-;-;-;-;-;-;-
"230340 Carnaubal";-;-;-;-;-;-;-
"230350 Cascavel";1;1;1;-;-;-;3
"230360 Catarina";-;-;-;-;-;-;-
"230365 Catunda";-;-;-;-;-;-;-
"230370 Caucaia";-;-;-;-;80;-;80
"230380 Cedro";-;2;2;-;-;-;4
"230390 Chaval";-;-;-;-;-;-;-
"230393 Choró";-;-;-;-;-;-;-
"230395 Chorozinho";-;-;-;-;-;-;-
"230400 Coreaú";-;-;-;-;-;-;-
"230410 Crateús";6;16;-;-;-;2;24
"230420 Crato";48;128;9;6;-;12;203
"230423 Croatá";-;-;-;-;-;-;-
"230425 Cruz";-;-;-;-;-;-;-
"230426 Deputado Irapuan Pinheiro";-;-;-;-;-;-;-
"230427 Ererê";-;-;-;-;-;-;-
"230428 Eusébio";-;-;-;-;20;44;64
"230430 Farias Brito";-;-;-;-;-;-;-
"230435 Forquilha";-;-;-;-;-;-;-
"230440 Fortaleza";1310;602;241;166;521;151;2991
"230445 Fortim";-;-;-;-;-;-;-
"230450 Frecheirinha";-;-;-;-;-;-;-
"230460 General Sampaio";-;-;-;-;-;-;-
"230465 Graça";-;-;-;-;-;-;-
"230470 Granja";-;-;-;-;-;-;-
"230480 Granjeiro";-;-;-;-;-;-;-
"230490 Groaíras";-;-;-;-;-;-;-
"230495 Guaiúba";-;-;-;-;-;-;-
"230500 Guaraciaba do Norte";-;-;-;-;-;-;-
"230510 Guaramiranga";-;-;-;-;-;-;-
"230520 Hidrolândia";-;-;-;-;-;-;-
"230523 Horizonte";-;-;-;-;-;-;-
"230526 Ibaretama";-;-;-;-;-;-;-
"230530 Ibiapina";-;-;-;-;-;-;-
"230533 Ibicuitinga";-;-;-;-;-;-;-
"230535 Icapuí";-;-;-;-;-;-;-
"230540 Icó";-;-;-;-;2;-;2
"230550 Iguatu";14;14;7;7;-;-;42
"230560 Independência";-;-;-;-;-;-;-
"230565 Ipaporanga";-;-;-;-;-;-;-
"230570 Ipaumirim";-;-;-;-;-;-;-
"230580 Ipu";6;35;19;21;-;-;81
"230590 Ipueiras";4;1;2;-;-;-;7
"230600 Iracema";-;-;-;-;-;-;-
"230610 Irauçuba";-;-;-;-;-;-;-
"230620 Itaiçaba";-;-;-;-;-;-;-
"230625 Itaitinga";-;-;-;-;-;-;-
"230630 Itapagé";1;-;1;-;-;-;2
"230640 Itapipoca";3;5;4;2;-;-;14
"230650 Itapiúna";-;-;-;-;-;-;-
"230655 Itarema";-;-;-;-;-;-;-
"230660 Itatira";-;-;-;-;-;-;-
"230670 Jaguaretama";-;-;-;-;-;-;-
"230680 Jaguaribara";-;-;-;-;-;-;-
"230690 Jaguaribe";-;-;-;-;-;-;-
"230700 Jaguaruana";-;-;-;-;-;-;-
"230710 Jardim";-;-;-;-;-;-;-
"230720 Jati";-;-;-;-;-;-;-
"230725 Jijoca de Jericoacoara";-;-;-;-;-;-;-
"230730 Juazeiro do Norte";46;26;9;8;-;-;89
"230740 Jucás";-;-;-;-;-;-;-
"230750 Lavras da Mangabeira";-;1;2;1;-;-;4
"230760 Limoeiro do Norte";12;4;-;2;-;-;18
"230763 Madalena";-;-;-;-;-;-;-
"230765 Maracanaú";31;14;2;2;5;-;54
"230770 Maranguape";-;-;-;-;60;-;60
"230780 Marco";-;-;-;-;-;-;-
"230790 Martinópole";-;-;-;-;-;-;-
"230800 Massapê";-;-;-;-;-;-;-
"230810 Mauriti";-;-;-;-;-;-;-
"230820 Meruoca";-;-;-;-;-;-;-
"230830 Milagres";2;4;-;4;-;-;10
"230835 Milhã";-;-;-;-;-;-;-
"230837 Miraíma";-;-;-;-;-;-;-
"230840 Missão Velha";-;-;-;-;-;-;-
"230850 Mombaça";-;-;-;-;-;-;-
"230860 Monsenhor Tabosa";-;-;-;-;-;-;-
"230870 Morada Nova";14;8;2;6;-;-;30
"230880 Moraújo";-;-;-;-;-;-;-
"230890 Morrinhos";-;-;-;-;-;-;-
"230900 Mucambo";-;-;-;-;-;-;-
"230910 Mulungu";-;-;-;-;-;-;-
"230920 Nova Olinda";-;-;-;-;-;-;-
"230930 Nova Russas";-;-;-;-;-;-;-
"230940 Novo Oriente";-;-;-;-;-;-;-
"230945 Ocara";-;-;-;-;-;-;-
"230950 Orós";-;-;-;-;-;-;-
"230960 Pacajus";-;-;-;-;-;-;-
"230970 Pacatuba";-;-;-;-;-;-;-
"230980 Pacoti";-;-;-;-;-;-;-
"230990 Pacujá";-;-;-;-;-;-;-
"231000 Palhano";-;-;-;-;-;-;-
"231010 Palmácia";-;-;-;-;-;-;-
"231020 Paracuru";1;1;-;-;-;-;2
"231025 Paraipaba";-;-;-;-;-;-;-
"231030 Parambu";-;-;-;-;-;-;-
"231040 Paramoti";-;-;-;-;-;-;-
"231050 Pedra Branca";-;-;-;-;-;-;-
"231060 Penaforte";-;-;-;-;-;-;-
"231070 Pentecoste";-;-;-;-;-;-;-
"231080 Pereiro";-;-;-;-;-;-;-
"231085 Pindoretama";-;-;-;-;-;-;-
"231090 Piquet Carneiro";-;-;-;-;-;-;-
"231095 Pires Ferreira";-;-;-;-;-;-;-
"231100 Poranga";-;-;-;-;-;-;-
"231110 Porteiras";-;-;-;-;-;-;-
"231120 Potengi";-;-;-;-;-;-;-
"231123 Potiretama";-;-;-;-;-;-;-
"231126 Quiterianópolis";-;-;-;-;-;-;-
"231130 Quixadá";2;1;2;2;-;-;7
"231135 Quixelô";-;-;-;-;-;-;-
"231140 Quixeramobim";-;-;-;-;-;-;-
"231150 Quixeré";-;-;-;-;-;-;-
"231160 Redenção";-;-;-;-;-;-;-
"231170 Reriutaba";-;-;-;-;-;-;-
"231180 Russas";69;32;3;12;5;-;121
"231190 Saboeiro";-;-;-;-;-;-;-
"231195 Salitre";-;-;-;-;-;-;-
"231220 Santa Quitéria";-;-;-;-;-;-;-
"231200 Santana do Acaraú";-;-;-;-;-;-;-
"231210 Santana do Cariri";-;-;-;-;-;-;-
